faltid;lan;kommun;areal_ha;markslag;inventeringsdatum;fastighet;objektrapport_ui;objektrapport_api;lokal_json
A0A-SRC;Södermanland;Nyköping;6.4;Bete;2004-06-08;Håcknesta 2;https://etjanst.sjv.se/tuvaut/?f=&id=A0A-SRC;https://etjanst.sjv.se/hagenpub/rest/base/object/A0A-SRC;docs/tuva/sodermanland/objektrapporter/A0A-SRC.json
A0D-KUX;Södermanland;Trosa;3.91;Bete;2004-05-27;Vappersta 1;https://etjanst.sjv.se/tuvaut/?f=&id=A0D-KUX;https://etjanst.sjv.se/hagenpub/rest/base/object/A0D-KUX;docs/tuva/sodermanland/objektrapporter/A0D-KUX.json
A0D-SVN;Södermanland;Katrineholm;0.8;Bete;2004-06-21;gustafsvik 1;https://etjanst.sjv.se/tuvaut/?f=&id=A0D-SVN;https://etjanst.sjv.se/hagenpub/rest/base/object/A0D-SVN;docs/tuva/sodermanland/objektrapporter/A0D-SVN.json
A12-500;Södermanland;Strängnäs;1.42;Bete;2002-05-28;Näsby1;https://etjanst.sjv.se/tuvaut/?f=&id=A12-500;https://etjanst.sjv.se/hagenpub/rest/base/object/A12-500;docs/tuva/sodermanland/objektrapporter/A12-500.json
A12-TRL;Södermanland;Strängnäs;5.54;Bete;2002-08-19;Kvicksta2;https://etjanst.sjv.se/tuvaut/?f=&id=A12-TRL;https://etjanst.sjv.se/hagenpub/rest/base/object/A12-TRL;docs/tuva/sodermanland/objektrapporter/A12-TRL.json
A13-100;Södermanland;Nyköping;2.02;Restaurerbar;2002-06-29;Ärsta;https://etjanst.sjv.se/tuvaut/?f=&id=A13-100;https://etjanst.sjv.se/hagenpub/rest/base/object/A13-100;docs/tuva/sodermanland/objektrapporter/A13-100.json
A13-RWN;Södermanland;Eskilstuna;7.27;Bete;2026-05-26;Rännbäcken3/Bondäng;https://etjanst.sjv.se/tuvaut/?f=&id=A13-RWN;https://etjanst.sjv.se/hagenpub/rest/base/object/A13-RWN;docs/tuva/sodermanland/objektrapporter/A13-RWN.json
A13-ZMU;Södermanland;Katrineholm;2.64;Bete;2003-07-08;Lilla Högbrunn;https://etjanst.sjv.se/tuvaut/?f=&id=A13-ZMU;https://etjanst.sjv.se/hagenpub/rest/base/object/A13-ZMU;docs/tuva/sodermanland/objektrapporter/A13-ZMU.json
A15-E00;Södermanland;Eskilstuna;7.02;Bete;2002-05-14;Bärsta;https://etjanst.sjv.se/tuvaut/?f=&id=A15-E00;https://etjanst.sjv.se/hagenpub/rest/base/object/A15-E00;docs/tuva/sodermanland/objektrapporter/A15-E00.json
A17-AEH;Södermanland;Nyköping;7.35;Äng;2018-07-12;Sjösa 1;https://etjanst.sjv.se/tuvaut/?f=&id=A17-AEH;https://etjanst.sjv.se/hagenpub/rest/base/object/A17-AEH;docs/tuva/sodermanland/objektrapporter/A17-AEH.json
A18-DWP;Södermanland;Gnesta;3.38;Bete;2003-08-28;Misätter 2;https://etjanst.sjv.se/tuvaut/?f=&id=A18-DWP;https://etjanst.sjv.se/hagenpub/rest/base/object/A18-DWP;docs/tuva/sodermanland/objektrapporter/A18-DWP.json
A19-CNT;Södermanland;Eskilstuna;6.46;Bete;2003-05-21;Ribbingelund1;https://etjanst.sjv.se/tuvaut/?f=&id=A19-CNT;https://etjanst.sjv.se/hagenpub/rest/base/object/A19-CNT;docs/tuva/sodermanland/objektrapporter/A19-CNT.json
A1B-SXO;Södermanland;Flen;3.25;Bete;2003-07-24;Stora Tveta 1;https://etjanst.sjv.se/tuvaut/?f=&id=A1B-SXO;https://etjanst.sjv.se/hagenpub/rest/base/object/A1B-SXO;docs/tuva/sodermanland/objektrapporter/A1B-SXO.json
A1E-PFO;Södermanland;Eskilstuna;0.49;Bete;2003-05-30;Ribbingelund2;https://etjanst.sjv.se/tuvaut/?f=&id=A1E-PFO;https://etjanst.sjv.se/hagenpub/rest/base/object/A1E-PFO;docs/tuva/sodermanland/objektrapporter/A1E-PFO.json
A20-LHT;Södermanland;Eskilstuna;0.3;Bete;2003-08-25;Rotarbo3;https://etjanst.sjv.se/tuvaut/?f=&id=A20-LHT;https://etjanst.sjv.se/hagenpub/rest/base/object/A20-LHT;docs/tuva/sodermanland/objektrapporter/A20-LHT.json
A20-QHB;Södermanland;Flen;0.88;Bete;2004-08-12;flenmo 4;https://etjanst.sjv.se/tuvaut/?f=&id=A20-QHB;https://etjanst.sjv.se/hagenpub/rest/base/object/A20-QHB;docs/tuva/sodermanland/objektrapporter/A20-QHB.json
A21-280;Södermanland;Nyköping;2.08;Äng;2026-07-07;Stora Uttervik;https://etjanst.sjv.se/tuvaut/?f=&id=A21-280;https://etjanst.sjv.se/hagenpub/rest/base/object/A21-280;docs/tuva/sodermanland/objektrapporter/A21-280.json
A21-FCU;Södermanland;Nyköping;0.68;Restaurerbar;2004-06-03;Gullringsdal;https://etjanst.sjv.se/tuvaut/?f=&id=A21-FCU;https://etjanst.sjv.se/hagenpub/rest/base/object/A21-FCU;docs/tuva/sodermanland/objektrapporter/A21-FCU.json
A24-WEN;Södermanland;Katrineholm;1.21;Bete;2004-05-28;valla, gunnarsdal 4;https://etjanst.sjv.se/tuvaut/?f=&id=A24-WEN;https://etjanst.sjv.se/hagenpub/rest/base/object/A24-WEN;docs/tuva/sodermanland/objektrapporter/A24-WEN.json
A28-ARY;Södermanland;Gnesta;1.29;Bete;2004-06-22;Lilltorp 2;https://etjanst.sjv.se/tuvaut/?f=&id=A28-ARY;https://etjanst.sjv.se/hagenpub/rest/base/object/A28-ARY;docs/tuva/sodermanland/objektrapporter/A28-ARY.json
A2A-WSF;Södermanland;Flen;3.23;Bete;2004-08-05;kärrtorp;https://etjanst.sjv.se/tuvaut/?f=&id=A2A-WSF;https://etjanst.sjv.se/hagenpub/rest/base/object/A2A-WSF;docs/tuva/sodermanland/objektrapporter/A2A-WSF.json
A2D-RHL;Södermanland;Flen;4.56;Bete;2003-07-31;;https://etjanst.sjv.se/tuvaut/?f=&id=A2D-RHL;https://etjanst.sjv.se/hagenpub/rest/base/object/A2D-RHL;docs/tuva/sodermanland/objektrapporter/A2D-RHL.json
A2E-XAY;Södermanland;Nyköping;1.21;Bete;2004-06-05;Ämtvik 1;https://etjanst.sjv.se/tuvaut/?f=&id=A2E-XAY;https://etjanst.sjv.se/hagenpub/rest/base/object/A2E-XAY;docs/tuva/sodermanland/objektrapporter/A2E-XAY.json
A30-PUM;Södermanland;Katrineholm;2.91;Bete;2003-07-01;Gimmersta-Leby;https://etjanst.sjv.se/tuvaut/?f=&id=A30-PUM;https://etjanst.sjv.se/hagenpub/rest/base/object/A30-PUM;docs/tuva/sodermanland/objektrapporter/A30-PUM.json
A30-SLE;Södermanland;Eskilstuna;3.96;Bete;2002-08-12;Ramshammar1;https://etjanst.sjv.se/tuvaut/?f=&id=A30-SLE;https://etjanst.sjv.se/hagenpub/rest/base/object/A30-SLE;docs/tuva/sodermanland/objektrapporter/A30-SLE.json
A31-JHB;Södermanland;Eskilstuna;2.37;Bete;2002-08-26;Pommern2;https://etjanst.sjv.se/tuvaut/?f=&id=A31-JHB;https://etjanst.sjv.se/hagenpub/rest/base/object/A31-JHB;docs/tuva/sodermanland/objektrapporter/A31-JHB.json
A33-IAR;Södermanland;Katrineholm;3.44;Bete;2004-08-27;väla 1;https://etjanst.sjv.se/tuvaut/?f=&id=A33-IAR;https://etjanst.sjv.se/hagenpub/rest/base/object/A33-IAR;docs/tuva/sodermanland/objektrapporter/A33-IAR.json
A35-MPV;Södermanland;Gnesta;1.22;Bete;2004-08-05;Käxle 3;https://etjanst.sjv.se/tuvaut/?f=&id=A35-MPV;https://etjanst.sjv.se/hagenpub/rest/base/object/A35-MPV;docs/tuva/sodermanland/objektrapporter/A35-MPV.json
A38-STE;Södermanland;Nyköping;8.46;Bete;2004-09-22;ringsö, skebol;https://etjanst.sjv.se/tuvaut/?f=&id=A38-STE;https://etjanst.sjv.se/hagenpub/rest/base/object/A38-STE;docs/tuva/sodermanland/objektrapporter/A38-STE.json
A3B-GPI;Södermanland;Nyköping;2.65;Bete;2002-07-18;Gummersta;https://etjanst.sjv.se/tuvaut/?f=&id=A3B-GPI;https://etjanst.sjv.se/hagenpub/rest/base/object/A3B-GPI;docs/tuva/sodermanland/objektrapporter/A3B-GPI.json
A3B-ZIG;Södermanland;Katrineholm;10.43;Bete;2003-07-15;Hacksta;https://etjanst.sjv.se/tuvaut/?f=&id=A3B-ZIG;https://etjanst.sjv.se/hagenpub/rest/base/object/A3B-ZIG;docs/tuva/sodermanland/objektrapporter/A3B-ZIG.json
A3D-MLO;Södermanland;Nyköping;2.62;Bete;2003-06-10;Berga 1;https://etjanst.sjv.se/tuvaut/?f=&id=A3D-MLO;https://etjanst.sjv.se/hagenpub/rest/base/object/A3D-MLO;docs/tuva/sodermanland/objektrapporter/A3D-MLO.json
A3E-KFV;Södermanland;Flen;0.78;Bete;2003-09-15;Ekeby2;https://etjanst.sjv.se/tuvaut/?f=&id=A3E-KFV;https://etjanst.sjv.se/hagenpub/rest/base/object/A3E-KFV;docs/tuva/sodermanland/objektrapporter/A3E-KFV.json
A3E-NHG;Södermanland;Gnesta;2.44;Restaurerbar;2004-07-02;Berga;https://etjanst.sjv.se/tuvaut/?f=&id=A3E-NHG;https://etjanst.sjv.se/hagenpub/rest/base/object/A3E-NHG;docs/tuva/sodermanland/objektrapporter/A3E-NHG.json
A41-KQQ;Södermanland;Nyköping;1.13;Bete;2002-09-11;Ekla;https://etjanst.sjv.se/tuvaut/?f=&id=A41-KQQ;https://etjanst.sjv.se/hagenpub/rest/base/object/A41-KQQ;docs/tuva/sodermanland/objektrapporter/A41-KQQ.json
A42-DYU;Södermanland;Katrineholm;3.35;Bete;2003-07-07;Görelsberg 1;https://etjanst.sjv.se/tuvaut/?f=&id=A42-DYU;https://etjanst.sjv.se/hagenpub/rest/base/object/A42-DYU;docs/tuva/sodermanland/objektrapporter/A42-DYU.json
A45-A80;Södermanland;Nyköping;0.79;Restaurerbar;2002-06-26;Berga;https://etjanst.sjv.se/tuvaut/?f=&id=A45-A80;https://etjanst.sjv.se/hagenpub/rest/base/object/A45-A80;docs/tuva/sodermanland/objektrapporter/A45-A80.json
A45-IGG;Södermanland;Nyköping;1.64;Bete;2004-06-07;Ön;https://etjanst.sjv.se/tuvaut/?f=&id=A45-IGG;https://etjanst.sjv.se/hagenpub/rest/base/object/A45-IGG;docs/tuva/sodermanland/objektrapporter/A45-IGG.json
A46-BFG;Södermanland;Nyköping;1.45;Bete;2002-07-19;Rogstatorp;https://etjanst.sjv.se/tuvaut/?f=&id=A46-BFG;https://etjanst.sjv.se/hagenpub/rest/base/object/A46-BFG;docs/tuva/sodermanland/objektrapporter/A46-BFG.json
A46-RCG;Södermanland;Eskilstuna;1.16;Restaurerbar;2003-07-07;Åltorp2;https://etjanst.sjv.se/tuvaut/?f=&id=A46-RCG;https://etjanst.sjv.se/hagenpub/rest/base/object/A46-RCG;docs/tuva/sodermanland/objektrapporter/A46-RCG.json
A46-RXX;Södermanland;Flen;1.31;Bete;2004-07-20;Kulla 1;https://etjanst.sjv.se/tuvaut/?f=&id=A46-RXX;https://etjanst.sjv.se/hagenpub/rest/base/object/A46-RXX;docs/tuva/sodermanland/objektrapporter/A46-RXX.json
A46-YDU;Södermanland;Gnesta;2.71;Bete;2004-06-09;Hårby 3;https://etjanst.sjv.se/tuvaut/?f=&id=A46-YDU;https://etjanst.sjv.se/hagenpub/rest/base/object/A46-YDU;docs/tuva/sodermanland/objektrapporter/A46-YDU.json
A4B-100;Södermanland;Katrineholm;3.78;Bete;2002-05-15;Öknaby;https://etjanst.sjv.se/tuvaut/?f=&id=A4B-100;https://etjanst.sjv.se/hagenpub/rest/base/object/A4B-100;docs/tuva/sodermanland/objektrapporter/A4B-100.json
A4B-MTH;Södermanland;Gnesta;0.33;Bete;2004-06-02;Västerkärv 2;https://etjanst.sjv.se/tuvaut/?f=&id=A4B-MTH;https://etjanst.sjv.se/hagenpub/rest/base/object/A4B-MTH;docs/tuva/sodermanland/objektrapporter/A4B-MTH.json
A4F-RZI;Södermanland;Gnesta;3.21;Bete;2003-09-17;Yttervalla 3;https://etjanst.sjv.se/tuvaut/?f=&id=A4F-RZI;https://etjanst.sjv.se/hagenpub/rest/base/object/A4F-RZI;docs/tuva/sodermanland/objektrapporter/A4F-RZI.json
A51-KMZ;Södermanland;Gnesta;4.24;Bete;2003-09-16;Rundbotorp 2, Lerbo;https://etjanst.sjv.se/tuvaut/?f=&id=A51-KMZ;https://etjanst.sjv.se/hagenpub/rest/base/object/A51-KMZ;docs/tuva/sodermanland/objektrapporter/A51-KMZ.json
A51-UEF;Södermanland;Nyköping;0.17;Äng;2002-07-07;Skogsby;https://etjanst.sjv.se/tuvaut/?f=&id=A51-UEF;https://etjanst.sjv.se/hagenpub/rest/base/object/A51-UEF;docs/tuva/sodermanland/objektrapporter/A51-UEF.json
A53-ARL;Södermanland;Flen;1.46;Bete;2003-08-29;Mortorp2;https://etjanst.sjv.se/tuvaut/?f=&id=A53-ARL;https://etjanst.sjv.se/hagenpub/rest/base/object/A53-ARL;docs/tuva/sodermanland/objektrapporter/A53-ARL.json
A54-GMM;Södermanland;Eskilstuna;0.4;Bete;2018-10-19;Västermo-Malmberga;https://etjanst.sjv.se/tuvaut/?f=&id=A54-GMM;https://etjanst.sjv.se/hagenpub/rest/base/object/A54-GMM;docs/tuva/sodermanland/objektrapporter/A54-GMM.json
A56-KRR;Södermanland;Nyköping;3.36;Bete;2004-09-09;Tystberga;https://etjanst.sjv.se/tuvaut/?f=&id=A56-KRR;https://etjanst.sjv.se/hagenpub/rest/base/object/A56-KRR;docs/tuva/sodermanland/objektrapporter/A56-KRR.json
A58-RNF;Södermanland;Gnesta;8.18;Bete;2004-05-28;Sörby 1;https://etjanst.sjv.se/tuvaut/?f=&id=A58-RNF;https://etjanst.sjv.se/hagenpub/rest/base/object/A58-RNF;docs/tuva/sodermanland/objektrapporter/A58-RNF.json
A58-ZUP;Södermanland;Strängnäs;15.51;Bete;2002-08-19;Kvicksta3;https://etjanst.sjv.se/tuvaut/?f=&id=A58-ZUP;https://etjanst.sjv.se/hagenpub/rest/base/object/A58-ZUP;docs/tuva/sodermanland/objektrapporter/A58-ZUP.json
A5A-RLB;Södermanland;Vingåker;0.35;Bete;2003-08-18;;https://etjanst.sjv.se/tuvaut/?f=&id=A5A-RLB;https://etjanst.sjv.se/hagenpub/rest/base/object/A5A-RLB;docs/tuva/sodermanland/objektrapporter/A5A-RLB.json
A5F-300;Södermanland;Gnesta;1.79;Bete;2002-05-24;Björnhagen 2;https://etjanst.sjv.se/tuvaut/?f=&id=A5F-300;https://etjanst.sjv.se/hagenpub/rest/base/object/A5F-300;docs/tuva/sodermanland/objektrapporter/A5F-300.json
A61-UIZ;Södermanland;Katrineholm;2.15;Bete;2004-05-18;hässle;https://etjanst.sjv.se/tuvaut/?f=&id=A61-UIZ;https://etjanst.sjv.se/hagenpub/rest/base/object/A61-UIZ;docs/tuva/sodermanland/objektrapporter/A61-UIZ.json
A61-VHZ;Södermanland;Strängnäs;0.9;Bete;2004-08-23;Åbykvarn 2;https://etjanst.sjv.se/tuvaut/?f=&id=A61-VHZ;https://etjanst.sjv.se/hagenpub/rest/base/object/A61-VHZ;docs/tuva/sodermanland/objektrapporter/A61-VHZ.json
A62-EYR;Södermanland;Nyköping;0.27;Bete;2003-06-25;Brannebol 3;https://etjanst.sjv.se/tuvaut/?f=&id=A62-EYR;https://etjanst.sjv.se/hagenpub/rest/base/object/A62-EYR;docs/tuva/sodermanland/objektrapporter/A62-EYR.json
A63-IKX;Södermanland;Gnesta;3.29;Bete;2003-08-28;Herrökna 3;https://etjanst.sjv.se/tuvaut/?f=&id=A63-IKX;https://etjanst.sjv.se/hagenpub/rest/base/object/A63-IKX;docs/tuva/sodermanland/objektrapporter/A63-IKX.json
A63-OPL;Södermanland;Flen;1.17;Bete;2003-09-24;Stavdal;https://etjanst.sjv.se/tuvaut/?f=&id=A63-OPL;https://etjanst.sjv.se/hagenpub/rest/base/object/A63-OPL;docs/tuva/sodermanland/objektrapporter/A63-OPL.json
A63-WLR;Södermanland;Trosa;0.16;Äng;2004-09-20;;https://etjanst.sjv.se/tuvaut/?f=&id=A63-WLR;https://etjanst.sjv.se/hagenpub/rest/base/object/A63-WLR;docs/tuva/sodermanland/objektrapporter/A63-WLR.json
A65-AVR;Södermanland;Flen;0.72;Bete;2004-08-24;davidsnäs 2;https://etjanst.sjv.se/tuvaut/?f=&id=A65-AVR;https://etjanst.sjv.se/hagenpub/rest/base/object/A65-AVR;docs/tuva/sodermanland/objektrapporter/A65-AVR.json
A65-JIL;Södermanland;Gnesta;1.76;Bete;2003-09-04;Pungsund 3;https://etjanst.sjv.se/tuvaut/?f=&id=A65-JIL;https://etjanst.sjv.se/hagenpub/rest/base/object/A65-JIL;docs/tuva/sodermanland/objektrapporter/A65-JIL.json
A65-LUT;Södermanland;Flen;0.96;Bete;2003-09-23;;https://etjanst.sjv.se/tuvaut/?f=&id=A65-LUT;https://etjanst.sjv.se/hagenpub/rest/base/object/A65-LUT;docs/tuva/sodermanland/objektrapporter/A65-LUT.json
A65-MUE;Södermanland;Flen;0.77;Bete;2004-09-17;ällmora 3;https://etjanst.sjv.se/tuvaut/?f=&id=A65-MUE;https://etjanst.sjv.se/hagenpub/rest/base/object/A65-MUE;docs/tuva/sodermanland/objektrapporter/A65-MUE.json
A67-MJE;Södermanland;Katrineholm;1.2;Bete;2002-08-06;Ramningstorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=A67-MJE;https://etjanst.sjv.se/hagenpub/rest/base/object/A67-MJE;docs/tuva/sodermanland/objektrapporter/A67-MJE.json
A69-DWB;Södermanland;Flen;2.0;Bete;2004-07-09;Helgesta 4;https://etjanst.sjv.se/tuvaut/?f=&id=A69-DWB;https://etjanst.sjv.se/hagenpub/rest/base/object/A69-DWB;docs/tuva/sodermanland/objektrapporter/A69-DWB.json
A6B-VGS;Södermanland;Flen;4.46;Bete;2003-09-09;Stora Dal1;https://etjanst.sjv.se/tuvaut/?f=&id=A6B-VGS;https://etjanst.sjv.se/hagenpub/rest/base/object/A6B-VGS;docs/tuva/sodermanland/objektrapporter/A6B-VGS.json
A6C-VJU;Södermanland;Strängnäs;0.98;Bete;2002-08-14;Hässelby;https://etjanst.sjv.se/tuvaut/?f=&id=A6C-VJU;https://etjanst.sjv.se/hagenpub/rest/base/object/A6C-VJU;docs/tuva/sodermanland/objektrapporter/A6C-VJU.json
A6D-NBC;Södermanland;Eskilstuna;2.38;Bete;2003-08-04;Duvetorp1;https://etjanst.sjv.se/tuvaut/?f=&id=A6D-NBC;https://etjanst.sjv.se/hagenpub/rest/base/object/A6D-NBC;docs/tuva/sodermanland/objektrapporter/A6D-NBC.json
A6F-FYA;Södermanland;Flen;0.42;Restaurerbar;2003-09-09;Ökna3;https://etjanst.sjv.se/tuvaut/?f=&id=A6F-FYA;https://etjanst.sjv.se/hagenpub/rest/base/object/A6F-FYA;docs/tuva/sodermanland/objektrapporter/A6F-FYA.json
A6F-PMV;Södermanland;Nyköping;0.97;Bete;2003-09-10;Revlinge 2;https://etjanst.sjv.se/tuvaut/?f=&id=A6F-PMV;https://etjanst.sjv.se/hagenpub/rest/base/object/A6F-PMV;docs/tuva/sodermanland/objektrapporter/A6F-PMV.json
A71-KSB;Södermanland;Eskilstuna;0.9;Bete;2003-06-26;Prästtorp1;https://etjanst.sjv.se/tuvaut/?f=&id=A71-KSB;https://etjanst.sjv.se/hagenpub/rest/base/object/A71-KSB;docs/tuva/sodermanland/objektrapporter/A71-KSB.json
A72-VSH;Södermanland;Gnesta;1.39;Bete;2004-06-23;Axala 5;https://etjanst.sjv.se/tuvaut/?f=&id=A72-VSH;https://etjanst.sjv.se/hagenpub/rest/base/object/A72-VSH;docs/tuva/sodermanland/objektrapporter/A72-VSH.json
A75-YDU;Södermanland;Flen;9.57;Bete;2004-07-26;Sund 1;https://etjanst.sjv.se/tuvaut/?f=&id=A75-YDU;https://etjanst.sjv.se/hagenpub/rest/base/object/A75-YDU;docs/tuva/sodermanland/objektrapporter/A75-YDU.json
A76-LSX;Södermanland;Nyköping;0.83;Bete;2002-07-08;Jonslund;https://etjanst.sjv.se/tuvaut/?f=&id=A76-LSX;https://etjanst.sjv.se/hagenpub/rest/base/object/A76-LSX;docs/tuva/sodermanland/objektrapporter/A76-LSX.json
A77-VGS;Södermanland;Gnesta;0.27;Bete;2004-06-17;Lilla Brandsbol 5;https://etjanst.sjv.se/tuvaut/?f=&id=A77-VGS;https://etjanst.sjv.se/hagenpub/rest/base/object/A77-VGS;docs/tuva/sodermanland/objektrapporter/A77-VGS.json
A79-EPV;Södermanland;Katrineholm;0.16;Bete;2004-07-14;sättra 6;https://etjanst.sjv.se/tuvaut/?f=&id=A79-EPV;https://etjanst.sjv.se/hagenpub/rest/base/object/A79-EPV;docs/tuva/sodermanland/objektrapporter/A79-EPV.json
A79-YUP;Södermanland;Gnesta;4.3;Bete;2003-08-28;Ullsta;https://etjanst.sjv.se/tuvaut/?f=&id=A79-YUP;https://etjanst.sjv.se/hagenpub/rest/base/object/A79-YUP;docs/tuva/sodermanland/objektrapporter/A79-YUP.json
A7A-COE;Södermanland;Nyköping;3.68;Bete;2002-07-14;Brotorp;https://etjanst.sjv.se/tuvaut/?f=&id=A7A-COE;https://etjanst.sjv.se/hagenpub/rest/base/object/A7A-COE;docs/tuva/sodermanland/objektrapporter/A7A-COE.json
A7B-TSP;Södermanland;Nyköping;1.78;Bete;2002-09-11;Löfsund;https://etjanst.sjv.se/tuvaut/?f=&id=A7B-TSP;https://etjanst.sjv.se/hagenpub/rest/base/object/A7B-TSP;docs/tuva/sodermanland/objektrapporter/A7B-TSP.json
A7C-C00;Södermanland;Strängnäs;0.97;Bete;2002-06-03;Krågesta2;https://etjanst.sjv.se/tuvaut/?f=&id=A7C-C00;https://etjanst.sjv.se/hagenpub/rest/base/object/A7C-C00;docs/tuva/sodermanland/objektrapporter/A7C-C00.json
A7C-MMG;Södermanland;Katrineholm;7.85;Bete;2004-07-01;;https://etjanst.sjv.se/tuvaut/?f=&id=A7C-MMG;https://etjanst.sjv.se/hagenpub/rest/base/object/A7C-MMG;docs/tuva/sodermanland/objektrapporter/A7C-MMG.json
A7D-IBR;Södermanland;Flen;0.59;Bete;2004-08-02;torp 3;https://etjanst.sjv.se/tuvaut/?f=&id=A7D-IBR;https://etjanst.sjv.se/hagenpub/rest/base/object/A7D-IBR;docs/tuva/sodermanland/objektrapporter/A7D-IBR.json
A80-BZT;Södermanland;Flen;0.5;Bete;2004-07-26;Hall 2;https://etjanst.sjv.se/tuvaut/?f=&id=A80-BZT;https://etjanst.sjv.se/hagenpub/rest/base/object/A80-BZT;docs/tuva/sodermanland/objektrapporter/A80-BZT.json
A80-XEJ;Södermanland;Flen;0.55;Bete;2004-08-20;Berga 4;https://etjanst.sjv.se/tuvaut/?f=&id=A80-XEJ;https://etjanst.sjv.se/hagenpub/rest/base/object/A80-XEJ;docs/tuva/sodermanland/objektrapporter/A80-XEJ.json
A82-KMZ;Södermanland;Katrineholm;0.86;Bete;2003-06-05;Rensbol;https://etjanst.sjv.se/tuvaut/?f=&id=A82-KMZ;https://etjanst.sjv.se/hagenpub/rest/base/object/A82-KMZ;docs/tuva/sodermanland/objektrapporter/A82-KMZ.json
A86-RBY;Södermanland;Eskilstuna;1.28;Bete;2003-06-27;Berga-Lista1;https://etjanst.sjv.se/tuvaut/?f=&id=A86-RBY;https://etjanst.sjv.se/hagenpub/rest/base/object/A86-RBY;docs/tuva/sodermanland/objektrapporter/A86-RBY.json
A8D-080;Södermanland;Nyköping;2.15;Bete;2002-05-10;Drögsta,2;https://etjanst.sjv.se/tuvaut/?f=&id=A8D-080;https://etjanst.sjv.se/hagenpub/rest/base/object/A8D-080;docs/tuva/sodermanland/objektrapporter/A8D-080.json
A91-JWE;Södermanland;Eskilstuna;2.94;Bete;2003-06-03;Fiskartorp1;https://etjanst.sjv.se/tuvaut/?f=&id=A91-JWE;https://etjanst.sjv.se/hagenpub/rest/base/object/A91-JWE;docs/tuva/sodermanland/objektrapporter/A91-JWE.json
A94-380;Södermanland;Strängnäs;0.26;Äng;2002-06-26;Morrarön1;https://etjanst.sjv.se/tuvaut/?f=&id=A94-380;https://etjanst.sjv.se/hagenpub/rest/base/object/A94-380;docs/tuva/sodermanland/objektrapporter/A94-380.json
A94-BYC;Södermanland;Flen;2.88;Bete;2004-05-26;sofielund 2;https://etjanst.sjv.se/tuvaut/?f=&id=A94-BYC;https://etjanst.sjv.se/hagenpub/rest/base/object/A94-BYC;docs/tuva/sodermanland/objektrapporter/A94-BYC.json
A94-PGO;Södermanland;Katrineholm;0.92;Bete;2002-07-31;Bjurstorp;https://etjanst.sjv.se/tuvaut/?f=&id=A94-PGO;https://etjanst.sjv.se/hagenpub/rest/base/object/A94-PGO;docs/tuva/sodermanland/objektrapporter/A94-PGO.json
A97-SNA;Södermanland;Nyköping;2.85;Bete;2003-05-28;Farneby 1;https://etjanst.sjv.se/tuvaut/?f=&id=A97-SNA;https://etjanst.sjv.se/hagenpub/rest/base/object/A97-SNA;docs/tuva/sodermanland/objektrapporter/A97-SNA.json
A98-OFM;Södermanland;Nyköping;0.68;Bete;2003-09-10;Långbro 4;https://etjanst.sjv.se/tuvaut/?f=&id=A98-OFM;https://etjanst.sjv.se/hagenpub/rest/base/object/A98-OFM;docs/tuva/sodermanland/objektrapporter/A98-OFM.json
A9C-YGP;Södermanland;Flen;2.41;Bete;2004-07-19;Lundby 1;https://etjanst.sjv.se/tuvaut/?f=&id=A9C-YGP;https://etjanst.sjv.se/hagenpub/rest/base/object/A9C-YGP;docs/tuva/sodermanland/objektrapporter/A9C-YGP.json
A9D-FCU;Södermanland;Flen;3.38;Bete;2003-09-15;Ekeby4;https://etjanst.sjv.se/tuvaut/?f=&id=A9D-FCU;https://etjanst.sjv.se/hagenpub/rest/base/object/A9D-FCU;docs/tuva/sodermanland/objektrapporter/A9D-FCU.json
A9D-OMG;Södermanland;Katrineholm;2.79;Bete;2002-08-12;Högerga 1;https://etjanst.sjv.se/tuvaut/?f=&id=A9D-OMG;https://etjanst.sjv.se/hagenpub/rest/base/object/A9D-OMG;docs/tuva/sodermanland/objektrapporter/A9D-OMG.json
A9E-CNF;Södermanland;Nyköping;0.35;Bete;2004-06-05;Nilslund 1;https://etjanst.sjv.se/tuvaut/?f=&id=A9E-CNF;https://etjanst.sjv.se/hagenpub/rest/base/object/A9E-CNF;docs/tuva/sodermanland/objektrapporter/A9E-CNF.json
A9F-GFQ;Södermanland;Eskilstuna;0.56;Restaurerbar;2003-05-15;Risinge2;https://etjanst.sjv.se/tuvaut/?f=&id=A9F-GFQ;https://etjanst.sjv.se/hagenpub/rest/base/object/A9F-GFQ;docs/tuva/sodermanland/objektrapporter/A9F-GFQ.json
AA3-QDW;Södermanland;Katrineholm;7.72;Restaurerbar;2004-09-15;frutäppan;https://etjanst.sjv.se/tuvaut/?f=&id=AA3-QDW;https://etjanst.sjv.se/hagenpub/rest/base/object/AA3-QDW;docs/tuva/sodermanland/objektrapporter/AA3-QDW.json
AA4-GUL;Södermanland;Flen;0.65;Bete;2003-08-01;Staväng 4;https://etjanst.sjv.se/tuvaut/?f=&id=AA4-GUL;https://etjanst.sjv.se/hagenpub/rest/base/object/AA4-GUL;docs/tuva/sodermanland/objektrapporter/AA4-GUL.json
